name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita
Metech Intl,0.118,-,-,11 May 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Anchor Resources,0.012,0.018,-,11 May 2019,19.64M,1.09B,29.82%,-0.00,48.14M,SGD 0.0241,SGD 0.0241,-,12.73303047091413,-,4.961,-,-,6.60M,46.59M,26.24M,48.90M,7.15M,-81.699,-32.310,-1.54M,-,0.62M,-15.66M,-833.262,-5.07M,-823.576,-,-,-
Vicplas Intl,0.084,0.078,-,11 May 2019,39.44M,505.22M,31.49%,0.01,0.83M,SGD 0.0854,SGD 0.0854,24.277076923076926,0.6367100591715978,7.75923076923077,0.704,9.615,5.478,3.44M,0.24M,34.67M,73.32M,7.89M,5.075,2.339,-6.47M,-,71.81M,1.73M,0.863,1.75M,2.376,-5.951,-13.269,-
Hiap Seng,0.082,0.057,-,11 May 2019,17.31M,303.75M,56.17%,-0.05,0.24M,SGD 0.05638,SGD 0.05638,-,0.2934289940828403,-,0.842,17.544,-,21.94M,1.04M,26.09M,91.94M,8.36M,-35.904,-30.818,-2.86M,-,146.95M,-18.73M,-21.490,-31.07M,-22.187,-14.359,-,-
OKP,0.215,0.225,-,11 May 2019,69.40M,308.43M,27.49%,0.02,0.85M,SGD 0.2063,SGD 0.2063,10.450954545454547,0.732532541322314,7.459522727272727,0.558,3.111,3.038,-46.17M,20.91M,23.22M,186.64M,74.27M,5.254,3.199,-1.59M,-,90.45M,7.83M,8.651,6.49M,6.243,-3.304,6.166,-
SunMoonFood,0.030,0.031,-,11 May 2019,22.31M,713.36M,24.98%,-0.01,5.75M,SGD 0.04148,SGD 0.04148,46.87548387096774,0.30530697190426637,-,2.397,-,-,-3.99M,0.34M,11.02M,28.08M,11.36M,-31.639,-17.357,-0.02M,-,68.51M,-2.46M,-6.423,-4.40M,-6.423,-,-,-
Straco,0.760,0.780,-,11 May 2019,677.77M,860.65M,12.86%,0.05,0.80M,SGD 0.74389,SGD 0.74389,15.27505,5.189374999999999,12.3063,2.368,3.205,2.919,-164.80M,9.14M,512.97M,372.98M,202.70M,15.203,11.924,-4.23M,-,117.88M,63.70M,54.036,41.84M,37.442,9.854,3.936,-
Hyphens Pharma,0.210,0.215,-,11 May 2019,64.50M,300.00M,20.00%,0.02,1.00M,SGD 0.21049,SGD 0.21049,11.653534883720928,0.5084975662520281,10.09660465116279,1.647,-,-,-19.35M,-,45.15M,74.98M,22.35M,18.658,-,-3.38M,-,120.93M,7.00M,5.788,5.41M,4.474,-,-,-
SingShipping,0.280,0.290,-,11 May 2019,127.07M,430.32M,47.51%,0.03,1.92M,SGD 0.28874,SGD 0.28874,8.942620689655174,1.843005945303211,5.02744827586207,1.010,3.448,3.541,59.46M,69.81M,200.11M,177.80M,16.05M,12.365,5.735,-1.29M,-,64.26M,13.39M,25.757,13.68M,21.295,18.300,8.875,-
United Global,0.490,0.490,-,11 May 2019,155.36M,316.21M,12.65%,0.03,0.53M,SGD 0.44499,SGD 0.44499,15.077,1.056,13.386,3.143,2.041,-,-0.33M,0.30M,155.03M,59.70M,7.54M,21.955,13.199,-0.71M,-,147.10M,9.64M,8.887,10.31M,7.080,-1.025,15.720,-
Vibrant Group,0.128,0.135,-,11 May 2019,91.18M,669.97M,29.84%,-0.06,1.66M,SGD 0.14916,SGD 0.14916,-,0.4692701234567901,-,0.445,11.111,-,226.01M,17.94M,354.76M,957.03M,117.79M,-30.633,-1.163,-3.20M,-,174.62M,-85.39M,2.228,-19.30M,-7.195,-7.049,-,-
Hupsteel,0.780,0.785,-,11 May 2019,98.50M,122.05M,43.73%,0.05,0.39M,SGD 0.77391,SGD 0.77391,25.49442580645161,1.4009027263267426,17.484077419354836,0.588,1.274,2.117,-37.99M,-,53.06M,171.48M,46.00M,2.830,2.232,-0.34M,-,71.20M,4.44M,5.020,3.78M,5.310,-16.139,13.291,-
800 Super,0.890,0.700,-,11 May 2019,125.16M,178.80M,17.18%,0.05,0.68M,SGD 0.72183,SGD 0.72183,27.043285714285716,1.2334128571428573,9.051300000000001,1.440,1.429,2.785,107.17M,82.85M,208.62M,210.94M,5.61M,11.002,2.741,-56.10M,-,163.97M,11.75M,4.985,5.89M,3.564,9.150,9.808,-
Eneco Energy,0.080,0.085,-,11 May 2019,46.91M,550.07M,30.33%,-0.02,3.69M,SGD 0.08754,SGD 0.08754,-,0.8813840830449826,-,1.418,-,-,8.04M,26.20M,54.95M,119.37M,8.54M,-31.001,-11.591,-11.35M,-,47.12M,-12.86M,-27.300,-12.30M,-28.041,-17.004,-,-
Duty Free Intl,0.190,0.199,-,11 May 2019,244.79M,1.21B,23.78%,0.01,3.93M,SGD 0.19998,SGD 0.19998,15.364221105527635,1.2178884371606775,12.296532663316581,1.258,9.045,6.505,-74.25M,0.13M,174.41M,749.06M,231.26M,7.453,7.320,-2.37M,-,183.26M,68.99M,12.304,15.01M,9.332,0.997,-9.794,-
ZICO Hldgs,0.150,0.150,-,11 May 2019,45.66M,303.58M,40.94%,0.00,1.09M,SGD 0.14099,SGD 0.14099,42.728,1.548,12.627,1.196,-,-,14.33M,3.10M,59.99M,213.19M,15.96M,2.875,2.900,-2.12M,-,29.50M,8.53M,9.470,1.07M,6.466,26.890,-27.735,-
Hock Lian Seng,0.345,0.375,-,11 May 2019,192.04M,512.10M,25.17%,0.03,1.59M,SGD 0.34356,SGD 0.34356,12.581919999999998,0.8218543999999999,9.10892,0.950,4.800,7.492,-107.86M,-,84.18M,342.80M,119.35M,7.030,4.137,-8.08M,-,197.79M,17.85M,9.027,14.05M,7.102,17.842,-10.157,-
HMI,0.545,0.550,-,11 May 2019,461.77M,837.34M,32.70%,0.02,2.89M,SGD 0.54759,SGD 0.54682,24.774287037037038,3.021180212620028,18.08289814814815,5.298,1.210,0.588,48.91M,42.50M,506.80M,589.24M,58.89M,28.804,10.474,-30.33M,-,155.71M,83.85M,16.771,18.82M,11.572,5.775,40.930,-
IFS Capital,0.215,0.215,-,11 May 2019,80.83M,375.97M,24.65%,0.01,0.48M,SGD 0.2235,SGD 0.2235,4.59997619047619,1.3668344671201813,3.894571428571428,0.478,2.558,1.604,212.81M,8.19M,293.64M,506.46M,66.53M,11.190,4.330,-1.43M,-,61.99M,22.59M,36.437,17.99M,32.040,-14.616,-,-
Multi-Chem,0.745,0.795,-,11 May 2019,71.63M,90.10M,17.00%,0.06,0.10M,SGD 0.73098,SGD 0.73098,12.956959459459458,0.1682508217677137,8.156743243243245,0.718,5.547,5.211,-17.14M,0.87M,54.49M,232.74M,37.56M,5.550,2.885,-4.75M,-,431.33M,12.60M,2.921,5.57M,1.547,10.423,125.050,-
ASTI,0.038,0.043,-,11 May 2019,29.32M,654.73M,62.39%,-0.00,4.86M,SGD 0.06396,SGD 0.06396,0.88825,0.4178575,1.16755,0.376,-,-,-17.96M,2.46M,11.37M,109.34M,23.26M,32.935,15.346,-14.68M,-,63.40M,18.94M,29.875,21.99M,27.620,-8.117,-,-
Old Chang Kee,0.770,0.790,-,11 May 2019,95.89M,121.37M,3.86%,0.03,0.22M,SGD 0.77077,SGD 0.77077,17.999481012658226,1.010808524274956,8.640569620253165,3.432,3.797,3.543,-3.67M,34.10M,94.38M,52.30M,12.79M,14.469,10.363,-8.52M,-,90.08M,4.99M,7.154,5.19M,5.764,4.535,-4.939,-
No Signboard,0.080,0.082,-,11 May 2019,37.92M,462.39M,20.64%,0.00,3.53M,SGD 0.11573,SGD 0.11573,-,1.2290249433106575,-,1.764,-,-,-19.16M,-,16.31M,29.04M,23.66M,-11.850,-14.081,-1.20M,-,27.97M,-1.82M,-14.946,-4.32M,-15.873,-,-,-
China Jinjiang,0.550,0.575,-,11 May 2019,829.46M,1.44B,26.39%,0.06,2.69M,SGD 0.53558,SGD 0.53558,6.750775862068966,1.2175535077288946,4.1287931034482765,0.751,8.870,-,"1,192.42M",93.41M,"2,021.88M","14,594.17M",857.49M,10.612,4.029,"-2,428.00M",-,612.70M,748.31M,24.690,109.39M,18.173,11.929,11.483,-
LHT,0.615,0.650,-,11 May 2019,34.61M,53.24M,22.04%,0.06,0.18M,SGD 0.68671,SGD 0.68671,-,-,-,0.666,4.615,6.449,-28.91M,0.58M,5.70M,60.89M,29.42M,6.631,-,-1.86M,-,-,3.93M,-,-,-,1.227,12.912,-
Jasper Inv,0.006,0.008,-,11 May 2019,34.93M,4.35B,29.69%,-0.00,36.55M,SGD 0.00597,SGD 0.00597,-,-,-,55.506,-,-,-0.40M,-,35.04M,0.98M,0.65M,-45.045,-34.918,-,-,-,-0.28M,-,-0.33M,-,-7.625,-,-
Nam Cheong,0.010,0.008,-,11 May 2019,57.25M,7.14B,66.89%,0.01,87.20M,SGD 0.00811,SGD 0.00811,0.07375,0.8281250000000001,0.21125000000000002,-,-,-,294.68M,-,351.93M,"1,020.98M",109.68M,-,95.324,-90.38M,-,108.02M,"1,054.67M",319.730,332.13M,308.584,-28.581,28.424,-
Low Keng Huat,0.550,0.555,-,11 May 2019,410.04M,738.82M,21.39%,0.02,0.54M,SGD 0.52247,SGD 0.52247,26.555,2.392,19.765,0.626,2.703,4.035,364.59M,58.80M,774.64M,"1,211.99M",126.75M,2.342,1.583,-30.60M,-,171.40M,19.44M,11.344,15.45M,10.937,16.540,-19.985,-
AsiaMedic,0.013,0.018,-,11 May 2019,7.03M,390.49M,65.03%,-0.01,0.90M,SGD 0.01996,SGD 0.01996,-,-,-,1.606,-,-,0.76M,70.63M,7.79M,12.99M,2.95M,-70.656,-,-0.80M,-,-,-4.04M,-,-,-,2.055,-,-
Dyna-Mac,0.104,0.105,-,11 May 2019,107.44M,1.02B,57.85%,0.00,2.04M,SGD 0.10342,SGD 0.10342,70.946,0.932,10.207,1.026,-,-,-4.88M,0.02M,102.56M,161.35M,24.93M,1.458,0.977,-0.45M,-,115.31M,1.48M,1.283,1.52M,1.297,-15.606,-44.474,-
AusGroup,0.029,0.029,-,11 May 2019,88.29M,3.05B,36.15%,0.01,97.80M,SGD 0.0334,SGD 0.0334,5.626,0.223,5.245,0.949,-,-,53.19M,81.90M,168.86M,263.09M,37.85M,41.419,2.818,-5.78M,-,395.39M,26.54M,4.657,7.74M,1.956,-20.342,-14.482,-
SamuderaShipping,0.164,0.165,-,11 May 2019,89.19M,538.04M,28.51%,0.02,0.35M,SGD 0.17191,SGD 0.17191,7.937,0.156,3.435,0.347,4.545,3.149,21.62M,18.43M,110.82M,289.83M,28.80M,3.805,2.610,-4.17M,-,572.74M,8.55M,2.025,11.22M,1.833,1.545,-,-
Renaissance United,0.001,0.002,-,11 May 2019,12.36M,6.18B,72.02%,-0.00,44.68M,SGD 0.00135,SGD 0.00135,-,0.0485,-,0.167,-,-,8.21M,13.56M,23.65M,136.32M,9.07M,-33.106,-16.480,-11.06M,-,63.71M,-26.80M,-38.660,-26.79M,-38.850,2.248,-,-
Samurai,0.920,0.945,-,11 May 2019,103.95M,109.92M,23.23%,0.04,0.64M,SGD 0.95646,SGD 0.95646,22.313650793650798,3.185521569944851,20.26531216931217,4.432,0.635,-,-7.73M,6.35M,93.64M,93.84M,39.29M,25.844,18.124,-6.32M,-,30.93M,16.12M,19.701,4.48M,14.667,-,-,-
Boustead,0.810,0.790,-,11 May 2019,403.24M,492.98M,59.58%,0.05,2.95M,SGD 0.79674,SGD 0.79694,11.392291139240506,0.8694034609838165,6.672759493670886,1.185,3.797,2.980,-131.07M,20.88M,186.99M,724.58M,286.75M,7.993,6.578,-3.68M,-,487.66M,58.85M,16.277,35.34M,10.711,-4.774,-21.253,-
Citicode,0.001,0.001,-,11 May 2019,41.32M,41.32B,30.22%,-0.00,46.79M,SGD 0.001,SGD 0.001,-,0.752,261.499,-,-,-,0.06M,-,41.38M,3.16M,0.14M,-,-11.157,-,-,54.98M,-0.64M,-1.159,-0.64M,-1.159,-42.136,-,-
Tat Seng Pkg,0.585,0.615,-,11 May 2019,96.68M,157.20M,17.34%,0.13,0.41M,SGD 0.62218,SGD 0.62218,4.7560975609756095,0.26239738251041045,3.276,0.752,4.878,5.340,27.68M,14.37M,124.35M,303.04M,59.49M,15.738,7.403,-30.44M,-,333.33M,27.61M,8.282,19.34M,6.339,9.105,10.314,-
8Telecom,0.035,0.043,-,11 May 2019,4.92M,112.48M,8.37%,-0.01,0.73M,SGD 0.13336,SGD 0.13336,-,1.8795700378583025,-,-,-,-,1.97M,-,6.89M,5.60M,0.18M,-,-34.829,-0.30M,-,1.74M,-1.46M,-84.044,-1.03M,-84.044,-57.952,-,-
MYP,0.120,0.140,-,11 May 2019,222.95M,1.59B,12.98%,0.00,0.19M,SGD 0.14093,SGD 0.14093,215.3843076923077,7.7359526627218935,200.38523076923076,0.634,-,-,353.30M,101.67M,784.04M,"1,102.65M",20.34M,1.140,0.094,-0.07M,-,24.56M,23.37M,79.348,0.96M,3.893,11.979,-41.910,-
Ossia Intl,0.118,0.090,-,11 May 2019,22.74M,252.63M,20.80%,0.02,0.58M,SGD 0.09358,SGD 0.09352,5.692159090909091,1.512149276859504,4.8192272727272725,0.579,8.889,0.415,3.59M,4.94M,23.92M,49.22M,4.69M,11.486,10.394,-0.76M,-,27.02M,1.80M,5.665,5.36M,19.853,-,-,-
Vallianz,0.155,0.171,-,11 May 2019,95.90M,559.35M,16.10%,0.08,1.54M,SGD 0.21704,SGD 0.21704,5.841052631578947,0.3130373448240483,3.6239181286549704,0.255,-,-,354.30M,63.73M,376.50M,590.89M,39.30M,7.867,0.931,-5.57M,-,251.40M,29.93M,13.174,14.29M,3.211,-,-,-
Fragrance,0.128,0.141,-,11 May 2019,947.52M,6.71B,11.96%,0.04,3.14M,SGD 0.13627,SGD 0.13627,3.2764316546762586,2.4625607370218927,3.262618705035971,0.721,1.418,0.739,"1,252.53M",84.81M,"2,206.69M","2,823.28M",130.90M,22.027,10.389,-0.64M,-,326.23M,307.96M,94.399,266.02M,81.407,-6.978,7.134,-
Wee Hur,0.225,0.235,-,11 May 2019,219.94M,919.25M,33.49%,0.03,5.23M,SGD 0.21134,SGD 0.21134,8.272340425531915,0.686611588954278,6.040531914893617,0.591,3.404,4.198,11.73M,3.32M,223.98M,767.64M,176.35M,6.961,4.096,-4.40M,-,293.69M,49.09M,16.714,25.01M,11.302,-2.370,3.875,-
FJ Benjamin,0.030,0.035,-,11 May 2019,31.85M,909.94M,41.27%,-0.00,3.11M,SGD 0.03274,SGD 0.03274,-,0.1728373702422145,12.02911764705882,0.605,-,-,10.85M,1.39M,44.68M,109.43M,9.30M,-2.587,-0.684,-2.74M,-,143.28M,3.07M,3.834,-0.78M,-0.543,-13.991,-,-
Lung Kee Bermuda,0.610,0.615,-,11 May 2019,"2,210.87M",631.68M,27.81%,0.27,3.24M,SGD 0.57804,SGD 0.57804,12.965,0.857,6.311,1.020,6.857,7.506,-645.78M,-,"1,565.09M","2,630.09M",645.78M,7.564,6.221,-86.34M,-,"2,580.45M",236.78M,9.176,170.52M,6.608,3.047,3.271,-
MindChamps,0.680,0.675,-,11 May 2019,163.08M,241.60M,19.36%,0.03,1.21M,SGD 0.58871,SGD 0.58871,25.539,4.412,21.179,2.685,1.985,-,-14.51M,24.84M,148.57M,93.73M,35.44M,10.872,7.866,-1.08M,-,36.96M,7.60M,20.555,6.38M,17.551,-,-,-
Nam Lee Metal,0.360,0.360,-,11 May 2019,87.32M,242.54M,34.47%,0.05,1.84M,SGD 0.37766,SGD 0.37766,8.957,0.631,6.55,0.610,5.556,3.710,-40.89M,0.47M,43.88M,172.57M,45.29M,8.768,5.784,-7.29M,-,138.32M,13.58M,8.407,9.77M,7.060,-1.870,5.998,-
AsiaPhos,0.009,0.008,-,11 May 2019,8.25M,1.03B,28.96%,-0.01,8.80M,SGD 0.00908,SGD 0.00908,-,0.383,-,0.109,-,-,3.85M,-,12.10M,114.42M,2.46M,-16.672,-10.991,-0.01M,-,21.53M,-13.99M,-64.985,-13.91M,-64.595,14.691,-,-
Singapore-eDev,0.037,0.040,-,11 May 2019,44.18M,1.10B,23.69%,-0.01,1.47M,SGD 0.03361,SGD 0.03361,-,1.641,-,1.225,-,-,11.17M,6.12M,55.35M,68.17M,3.12M,-18.692,-10.676,-0.01M,-,26.92M,-7.28M,-27.056,-7.41M,-29.879,-,-,-
Banyan Tree,0.550,0.575,-,11 May 2019,483.78M,839.36M,56.67%,-0.01,4.79M,SGD 0.56798,SGD 0.56529,42.73547826086957,1.3449527410207944,12.588782608695654,0.747,1.739,-,339.55M,51.16M,823.34M,"1,633.80M",206.18M,2.161,0.869,-27.54M,-,329.05M,60.77M,18.468,13.47M,4.374,-3.488,-7.615,-
Aspial,0.173,0.180,-,11 May 2019,350.26M,1.94B,14.29%,0.01,1.57M,SGD 0.20514,SGD 0.20952,-,-,-,1.130,2.083,2.859,997.88M,197.56M,"1,348.14M","1,672.43M",155.99M,8.783,-,-20.61M,-,-,28.78M,-,-,-,8.427,-18.446,-
Nordic,0.280,0.320,-,11 May 2019,128.00M,392.52M,20.68%,0.03,1.06M,SGD 0.37345,SGD 0.3732,9.715125,1.0688125000000002,7.944125000000001,1.551,5.163,3.471,1.57M,7.18M,129.57M,151.86M,39.23M,14.371,7.472,-10.39M,-,91.69M,12.16M,13.259,11.33M,12.353,7.105,13.561,-
Hong Lai Huat,0.245,0.260,-,11 May 2019,57.70M,221.93M,53.23%,0.04,5.91M,SGD 0.23123,SGD 0.23128,6.982019607843137,1.5323567858515952,4.808725490196078,0.421,-,-,-23.36M,1.59M,34.34M,160.14M,26.33M,5.998,4.920,-0.45M,-,34.76M,6.22M,17.887,7.94M,22.843,36.350,-,-
CDW,0.174,0.173,-,11 May 2019,43.74M,227.81M,43.64%,-0.01,0.91M,SGD 0.18089,SGD 0.18089,32.81861271676301,0.3611390958602025,14.978080924855492,0.507,8.616,7.673,-39.58M,0.99M,4.16M,88.93M,37.67M,1.517,0.884,-2.20M,-,122.38M,3.23M,3.578,1.22M,0.869,-11.902,-39.384,-
China Star Food,0.019,0.035,-,11 May 2019,10.39M,296.91M,43.02%,0.01,12.86M,SGD 0.03075,SGD 0.03075,0.5492727272727271,0.04276308539944903,0.44909090909090904,0.119,-,-,-20.66M,-,-10.65M,449.58M,126.58M,3.347,10.815,-10.09M,-,80.71M,16.43M,16.152,10.34M,12.817,-,-,-
G K Goh,0.890,0.890,-,11 May 2019,289.08M,324.81M,29.13%,-0.01,0.17M,SGD 0.89865,SGD 0.89865,-,3.205,124.283,0.667,3.371,3.630,102.11M,17.40M,391.19M,668.63M,65.79M,-0.969,-0.539,-9.85M,-,90.18M,-4.52M,-5.015,-4.38M,-4.093,16.906,-,-
Spura Finance,0.870,0.950,-,11 May 2019,150.75M,158.69M,39.77%,0.05,0.39M,SGD 0.91553,SGD 0.91553,18.274677419354838,6.1932955254942765,16.593612903225804,0.585,2.105,-,-115.52M,-,103.74M,996.93M,-,3.018,0.745,-0.83M,-,27.77M,-,42.191,7.72M,36.228,-,-,-
Sanli Env,0.180,0.184,-,11 May 2019,49.43M,268.66M,22.57%,0.02,0.52M,SGD 0.19225,SGD 0.19225,11.206,0.621,10.062,1.895,1.359,-,-5.67M,11.22M,43.23M,49.28M,9.35M,18.390,9.713,-5.43M,-,79.58M,4.08M,6.201,4.18M,5.210,-,-,-
Global Palm Res,0.220,0.210,-,11 May 2019,43.60M,196.27M,19.92%,-0.01,0.12M,SGD 0.19335,SGD 0.19335,-,1.4629750566893425,36.04228571428572,0.675,4.762,-,-28.09M,-,15.51M,"724,741.62M","290,829.13M",-1.157,-1.014,"-27,214.41M",-,32.70M,"-4,462.85M",-1.318,-0.71M,-2.218,0.721,-,-
Secura,0.078,0.069,-,11 May 2019,27.60M,400.00M,39.43%,0.01,1.16M,SGD 0.07217,SGD 0.07217,16.702173913043477,0.8549035916824196,7.494782608695651,0.600,4.348,-,-2.85M,21.90M,24.75M,64.27M,13.85M,4.144,2.910,-0.33M,-,41.23M,1.95M,4.725,1.87M,4.516,35.302,27.244,-
Tiong Woon,0.290,0.275,-,11 May 2019,63.86M,232.24M,53.91%,0.00,0.93M,SGD 0.28433,SGD 0.28433,15.608327272727271,0.689480991735537,1.9783272727272725,0.254,-,-,91.75M,34.17M,161.59M,413.10M,8.99M,0.482,1.005,-4.57M,-,102.95M,1.35M,4.789,4.31M,4.150,-13.398,-42.863,-
Cordlife,0.460,0.410,-,11 May 2019,109.69M,253.30M,38.21%,-,0.45M,SGD 0.43299,SGD 0.44602,28.18678048780488,1.9171136228435457,17.011024390243904,0.857,1.951,-,-38.67M,3.56M,71.02M,214.48M,43.27M,-,2.035,-2.80M,-,72.03M,7.86M,8.090,4.15M,5.776,-,-,-
LionGold,0.002,0.001,-,11 May 2019,8.70M,8.70B,85.31%,-0.00,122.80M,SGD 0.00102,SGD 0.00102,2.381,0.123,0.624,0.616,-,-,8.60M,103.15M,21.87M,39.99M,3.76M,-47.894,5.375,-11.07M,-,70.76M,-10.58M,3.136,3.39M,3.032,-42.696,-,-
Boustead Proj,1.020,0.935,-,11 May 2019,299.20M,309.71M,24.31%,0.09,1.10M,SGD 0.86804,SGD 0.86264,10.412727272727272,1.4340495867768592,8.752363636363635,1.054,1.604,-,26.30M,26.80M,258.32M,435.65M,111.39M,12.314,6.362,-0.29M,-,248.22M,40.25M,19.416,30.67M,12.356,-4.698,-13.988,-
ValueMax,0.285,0.290,-,11 May 2019,154.71M,533.40M,17.74%,0.04,1.22M,SGD 0.28018,SGD 0.28018,7.3655593220338975,0.6916141913243321,6.562728813559322,0.802,4.586,3.716,266.54M,31.98M,421.26M,493.36M,10.20M,10.904,4.549,-0.83M,-,208.71M,23.60M,11.307,20.29M,9.977,-14.884,10.386,-
Trek 2000 Intl,0.091,0.096,-,11 May 2019,31.20M,322.03M,27.08%,-0.02,0.73M,SGD 0.09605,SGD 0.09605,-,-,-,0.518,10.417,-,-43.62M,-,-12.42M,49.39M,32.17M,-8.203,-,-0.02M,-,-,-3.21M,-,-,-,-17.870,-,-
Union Gas,0.255,0.260,-,11 May 2019,59.50M,228.86M,25.00%,0.03,2.77M,SGD 0.24532,SGD 0.23993,8.620961538461538,1.015775147928994,6.406384615384615,2.288,3.846,-,-15.71M,-,-,37.88M,15.71M,28.028,19.665,-3.88M,-,56.36M,7.65M,13.564,6.42M,11.398,-,-,-
Star Pharm,0.160,0.160,-,11 May 2019,7.57M,46.83M,35.21%,0.05,0.60M,SGD 0.15308,SGD 0.15308,3.136,0.154,2.093,0.254,-,-,-17.60M,-,-10.04M,272.85M,87.07M,8.349,5.049,-7.28M,-,48.99M,7.10M,2.931,2.37M,4.837,22.561,26.124,-
Sen Yue,0.015,0.018,-,11 May 2019,15.56M,864.28M,21.09%,0.00,2.81M,SGD 0.02018,SGD 0.02018,6.818333333333334,0.045138888888888895,2.7,0.378,-,-,42.65M,9.65M,58.21M,118.21M,18.14M,4.763,1.739,-3.55M,-,240.82M,4.71M,1.956,1.90M,0.789,52.196,-,-
Challenger,0.565,0.570,-,11 May 2019,196.77M,345.21M,15.77%,0.06,2.66M,SGD 0.53531,SGD 0.53531,10.025280701754387,0.6042578485687904,8.718842105263157,2.139,5.439,6.184,-63.24M,-,-,130.96M,63.24M,22.108,15.420,-0.90M,-,320.17M,23.36M,7.296,19.45M,6.122,-3.641,2.597,-
Shangri-La HKD,10.520,11.240,-,11 May 2019,"39,874.09M",3.59B,30.04%,0.59,81.94M,HKD 10.8076,HKD 10.8076,24.769132616487454,1.7931815110288918,9.186146953405016,0.808,1.709,-,"31,827.38M",74.79M,"71,701.47M","13,170.65M","1,078.23M",2.993,1.369,-,-,"19,754.60M",180.51M,7.169,"1,513.49M",7.297,1.120,-15.541,-
Kingboard Copper,0.595,0.600,-,11 May 2019,434.62M,722.50M,11.46%,0.01,1.27M,SGD 0.52192,SGD 0.52192,97.49471666666666,4.2128974999999995,23.190125000000002,0.915,-,-,-306.60M,-,-,"2,883.07M","1,773.84M",0.925,0.943,-18.48M,-,101.46M,35.26M,6.007,4.43M,4.673,4.572,42.904,-
Heeton,0.475,0.475,-,11 May 2019,154.45M,325.16M,30.49%,0.05,1.72M,SGD 0.4672,SGD 0.4672,8.669739583333333,2.745887586805556,8.2353125,0.368,1.263,1.419,249.20M,52.47M,410.26M,855.63M,68.35M,4.253,1.935,-104.79M,-,55.08M,8.68M,15.750,17.63M,29.422,24.741,-4.522,-
Annica,0.001,0.001,-,11 May 2019,16.17M,16.17B,76.83%,-0.00,3.27M,SGD 0.001,SGD 0.001,-,2.662,-,3.820,-,-,-0.78M,14.27M,15.39M,9.47M,2.35M,-96.302,-36.204,-0.21M,-,6.08M,-3.84M,-63.123,-4.05M,-66.480,-56.986,-,-
Design Studio,0.130,0.130,-,11 May 2019,33.83M,260.26M,9.60%,-0.09,0.29M,SGD 0.1753,SGD 0.1753,-,0.2,-,0.496,19.231,-,-8.81M,-,25.03M,161.55M,11.81M,-29.766,-15.789,-3.38M,-,168.79M,-21.68M,-12.865,-23.97M,-14.166,-1.067,-,-
Grand Venture,0.225,0.250,-,11 May 2019,58.56M,234.25M,27.60%,0.03,1.73M,SGD 0.2645,SGD 0.2645,-,-,-,2.901,-,-,21.91M,87.89M,80.47M,51.35M,2.47M,40.887,-,-5.28M,-,-,6.83M,-,-,-,-,-,-
Blumont,0.003,0.002,-,11 May 2019,55.14M,27.57B,15.79%,-0.00,30.21M,SGD 0.00236,SGD 0.00236,-,14.068,82.744,16.455,-,-,4.88M,151.23M,60.02M,12.32M,0.79M,-4.539,0.596,-0.50M,-,3.92M,0.63M,16.104,-0.14M,1.921,-38.374,-,-
Darco Water Tech,0.410,0.445,-,11 May 2019,41.76M,93.83M,15.50%,-0.02,0.02M,SGD 0.45539,SGD 0.45539,-,-,-,0.857,-,-,-19.26M,1.88M,22.49M,111.75M,27.61M,-4.867,-,-0.84M,-,-,-1.43M,-,-,-,-13.288,-,-
Top Global,0.184,0.180,-,11 May 2019,57.94M,321.38M,20.53%,-0.01,0.06M,SGD 0.16961,SGD 0.16961,-,0.758625185185185,8.530444444444445,0.227,-,-,-40.94M,5.61M,17.00M,455.56M,60.17M,-1.292,0.382,-2.48M,-,79.81M,5.40M,6.768,-3.36M,2.242,14.919,-,-
Raffles Edu,0.089,0.084,-,11 May 2019,122.51M,1.38B,41.76%,0.01,3.11M,SGD 0.10152,SGD 0.10152,20.84170588235294,1.3890528719723176,4.600776470588235,0.199,-,-,309.72M,27.53M,446.11M,"1,260.09M",46.13M,1.857,1.107,-23.74M,-,96.69M,-5.99M,-6.727,1.90M,14.433,-6.642,-17.933,-
OKH Global,0.023,0.023,-,11 May 2019,25.96M,1.13B,34.21%,0.00,13.80M,SGD 0.02012,SGD 0.02012,40.351,1.089,30.977,0.286,-,-,154.59M,65.61M,182.93M,276.42M,6.43M,5.132,0.226,-0.07M,-,23.84M,11.28M,32.992,0.65M,2.710,-13.267,14.206,-
Pharmesis Intl,0.205,0.450,-,11 May 2019,10.34M,23.00M,27.90%,0.01,0.02M,SGD 0.22591,SGD 0.22591,18.083277777777777,0.164987037037037,3.461766666666666,0.567,-,-,-3.99M,-,6.36M,128.30M,34.72M,1.438,3.999,-4.74M,-,13.01M,6.88M,10.692,0.26M,7.864,-2.861,18.732,-
